Temperatur in °C
Time	Seek Raw Averrage	Seek Raw Device Temperature	
00:00:22.077	7355	4265	
00:00:22.221	7352	4264	
00:00:22.231	7352	4264	
00:00:22.377	7348	4264	
00:00:22.389	7348	4264	
00:00:22.532	7346	4264	
00:00:22.544	7346	4264	
00:00:22.687	7344	4264	
00:00:22.700	7344	4264	
00:00:22.843	7342	4263	
00:00:22.855	7342	4263	
00:00:22.992	7338	4263	
00:00:22.999	7338	4263	
00:00:23.150	7334	4263	
00:00:23.157	7334	4263	
00:00:23.681	7368	4263	
00:00:23.693	7368	4263	
00:00:23.837	7364	4263	
00:00:23.849	7364	4263	
00:00:23.962	7362	4263	
00:00:23.968	7362	4263	
00:00:24.117	7359	4262	
00:00:24.123	7359	4262	
00:00:24.272	7357	4262	
00:00:24.278	7357	4262	
00:00:24.421	7353	4263	
00:00:24.427	7353	4263	
00:00:24.587	7351	4261	
00:00:24.593	7351	4261	
00:00:24.735	7349	4263	
00:00:24.741	7349	4263	
00:00:24.895	7346	4262	
00:00:24.901	7346	4262	
00:00:25.042	7344	4262	
00:00:25.053	7344	4262	
00:00:25.204	7341	4262	
00:00:25.216	7341	4262	
00:00:25.359	7339	4261	
00:00:25.371	7339	4261	
00:00:25.514	7337	4262	
00:00:25.527	7337	4262	
00:00:25.669	7334	4262	
00:00:25.682	7334	4262	
00:00:25.825	7332	4262	
00:00:25.836	7332	4262	
00:00:25.982	7330	4262	
00:00:25.994	7330	4262	
00:00:26.135	7328	4261	
00:00:26.148	7328	4261	
00:00:26.291	7325	4262	
00:00:26.303	7325	4262	
00:00:26.446	7323	4262	
00:00:26.456	7323	4262	
00:00:26.597	7319	4261	
00:00:26.604	7319	4261	
00:00:26.756	7316	4261	
00:00:26.768	7316	4261	
00:00:27.285	7342	4262	
00:00:27.297	7342	4262	
00:00:27.440	7338	4260	
00:00:27.452	7338	4260	
00:00:27.595	7336	4260	
00:00:27.607	7336	4260	
00:00:27.751	7332	4261	
00:00:27.762	7332	4261	
00:00:27.906	7330	4260	
00:00:27.917	7330	4260	
00:00:28.031	7328	4261	
00:00:28.042	7328	4261	
00:00:28.186	7326	4261	
00:00:28.197	7326	4261	
00:00:28.341	7322	4260	
00:00:28.352	7322	4260	
00:00:28.496	7320	4260	
00:00:28.506	7320	4260	
00:00:28.652	7318	4260	
00:00:28.664	7318	4260	
00:00:28.807	7316	4260	
00:00:28.820	7316	4260	
00:00:28.963	7312	4259	
00:00:28.975	7312	4259	
00:00:29.118	7310	4259	
00:00:29.129	7310	4259	
00:00:29.273	7308	4259	
00:00:29.284	7308	4259	
00:00:29.431	7306	4259	
00:00:29.442	7306	4259	
00:00:29.553	7306	4259	
00:00:29.563	7306	4259	
00:00:29.677	7304	4259	
00:00:29.688	7304	4259	
00:00:29.801	7302	4260	
00:00:29.813	7302	4260	
00:00:29.959	7302	4260	
00:00:29.970	7302	4260	
00:00:30.115	7298	4259	
00:00:30.124	7298	4259	
00:00:30.267	7296	4259	
00:00:30.278	7296	4259	
00:00:30.797	7311	4259	
00:00:30.809	7311	4259	
00:00:30.951	7309	4259	
00:00:30.962	7309	4259	
00:00:31.107	7305	4259	
00:00:31.119	7305	4259	
00:00:31.262	7304	4259	
00:00:31.273	7304	4259	
00:00:31.417	7301	4259	
00:00:31.428	7301	4259	
00:00:31.573	7298	4258	
00:00:31.584	7298	4258	
00:00:31.728	7297	4259	
00:00:31.739	7297	4259	
00:00:31.883	7295	4259	
00:00:31.895	7295	4259	
00:00:32.039	7293	4258	
00:00:32.049	7293	4258	
00:00:32.163	7291	4258	
00:00:32.173	7291	4258	
00:00:32.315	7288	4258	
00:00:32.321	7288	4258	
00:00:32.473	7285	4259	
00:00:32.483	7285	4259	
00:00:32.629	7283	4258	
00:00:32.638	7283	4258	
00:00:32.748	7281	4258	
00:00:32.753	7281	4258	
00:00:32.908	7279	4258	
00:00:32.918	7279	4258	
00:00:33.064	7275	4257	
00:00:33.073	7275	4257	
00:00:33.219	7273	4258	
00:00:33.229	7273	4258	
00:00:33.375	7271	4256	
00:00:33.384	7271	4256	
00:00:33.532	7270	4257	
00:00:33.541	7270	4257	
00:00:33.685	7271	4257	
00:00:33.695	7271	4257	
00:00:33.840	7267	4257	
00:00:33.850	7267	4257	
00:00:34.370	7291	4257	
00:00:34.380	7291	4257	
00:00:34.524	7289	4257	
00:00:34.533	7289	4257	
00:00:34.679	7287	4256	
00:00:34.689	7287	4256	
00:00:34.835	7283	4256	
00:00:34.844	7283	4256	
00:00:34.990	7279	4256	
00:00:35.001	7279	4256	
00:00:35.145	7279	4256	
00:00:35.153	7279	4256	
00:00:35.300	7275	4256	
00:00:35.309	7275	4256	
00:00:35.456	7274	4256	
00:00:35.466	7274	4256	
00:00:35.611	7273	4256	
00:00:35.620	7273	4256	
00:00:35.766	7269	4256	
00:00:35.776	7269	4256	
00:00:35.922	7267	4255	
00:00:35.931	7267	4255	
00:00:36.077	7265	4255	
00:00:36.086	7265	4255	
00:00:36.232	7261	4254	
00:00:36.242	7261	4254	
00:00:36.388	7259	4255	
00:00:36.397	7259	4255	
00:00:36.543	7257	4255	
00:00:36.552	7257	4255	
00:00:36.698	7255	4255	
00:00:36.707	7255	4255	
00:00:36.822	7254	4255	
00:00:36.831	7254	4255	
00:00:36.978	7251	4254	
00:00:36.987	7251	4254	
00:00:37.133	7249	4255	
00:00:37.143	7249	4255	
00:00:37.289	7247	4254	
00:00:37.298	7247	4254	
00:00:37.444	7247	4255	
00:00:37.454	7247	4255	
00:00:37.974	7276	4253	
00:00:37.984	7276	4253	
00:00:38.127	7274	4253	
00:00:38.136	7274	4253	
00:00:38.282	7270	4253	
00:00:38.292	7270	4253	
00:00:38.438	7268	4253	
00:00:38.447	7268	4253	
00:00:38.593	7266	4253	
00:00:38.604	7266	4253	
00:00:38.748	7264	4253	
00:00:38.757	7264	4253	
00:00:38.904	7262	4252	
00:00:38.913	7262	4252	
00:00:39.059	7260	4253	
00:00:39.068	7260	4253	
00:00:39.214	7257	4253	
00:00:39.224	7257	4253	
00:00:39.371	7256	4252	
00:00:39.379	7256	4252	
00:00:39.525	7254	4253	
00:00:39.534	7254	4253	
00:00:39.680	7252	4253	
00:00:39.690	7252	4253	
00:00:39.836	7250	4252	
00:00:39.845	7250	4252	
00:00:39.991	7248	4252	
00:00:40.000	7248	4252	
00:00:40.147	7245	4252	
00:00:40.156	7245	4252	
00:00:40.302	7244	4252	
00:00:40.312	7244	4252	
00:00:40.457	7242	4252	
00:00:40.467	7242	4252	
00:00:40.582	7240	4252	
00:00:40.591	7240	4252	
00:00:40.737	7238	4252	
00:00:40.747	7238	4252	
00:00:40.893	7237	4251	
00:00:40.903	7237	4251	
00:00:41.048	7234	4251	
00:00:41.058	7234	4251	
00:00:41.578	7262	4252	
00:00:41.588	7262	4252	
00:00:41.731	7258	4252	
00:00:41.741	7258	4252	
00:00:41.887	7254	4251	
00:00:41.897	7254	4251	
00:00:42.042	7253	4251	
00:00:42.051	7253	4251	
00:00:42.198	7250	4249	
00:00:42.207	7250	4249	
00:00:42.353	7250	4251	
00:00:42.362	7250	4251	
00:00:42.508	7246	4250	
00:00:42.518	7246	4250	
00:00:42.663	7244	4250	
00:00:42.673	7244	4250	
00:00:42.819	7242	4250	
00:00:42.828	7242	4250	
00:00:42.984	7240	4249	
00:00:42.994	7240	4249	
00:00:43.129	7238	4249	
00:00:43.139	7238	4249	
00:00:43.254	7238	4250	
00:00:43.263	7238	4250	
00:00:43.409	7236	4249	
00:00:43.418	7236	4249	
00:00:43.564	7234	4250	
00:00:43.574	7234	4250	
00:00:43.719	7230	4250	
00:00:43.729	7230	4250	
00:00:43.844	7230	4250	
00:00:43.853	7230	4250	
00:00:43.999	7226	4249	
00:00:44.009	7226	4249	
00:00:44.154	7224	4249	
00:00:44.164	7224	4249	
00:00:44.310	7223	4249	
00:00:44.319	7223	4249	
00:00:44.465	7222	4250	
00:00:44.474	7222	4250	
00:00:44.621	7220	4248	
00:00:44.630	7220	4248	
00:00:45.148	7236	4248	
00:00:45.158	7236	4248	
00:00:45.304	7235	4249	
00:00:45.313	7235	4249	
00:00:45.459	7230	4248	
00:00:45.469	7230	4248	
00:00:45.615	7228	4247	
00:00:45.624	7228	4247	
00:00:45.770	7226	4248	
00:00:45.779	7226	4248	
00:00:45.925	7223	4247	
00:00:45.934	7223	4247	
00:00:46.081	7222	4248	
00:00:46.090	7222	4248	
00:00:46.205	7222	4248	
00:00:46.214	7222	4248	
00:00:46.360	7220	4248	
00:00:46.369	7220	4248	
00:00:46.517	7218	4248	
00:00:46.527	7218	4248	
00:00:46.671	7216	4248	
00:00:46.680	7216	4248	
00:00:46.795	7214	4248	
00:00:46.804	7214	4248	
00:00:46.950	7214	4248	
00:00:46.960	7214	4248	
00:00:47.105	7210	4248	
00:00:47.114	7210	4248	
00:00:47.261	7211	4249	
00:00:47.271	7211	4249	
00:00:47.385	7210	4248	
00:00:47.395	7210	4248	
00:00:47.540	7208	4248	
00:00:47.550	7208	4248	
00:00:47.696	7208	4248	
00:00:47.705	7208	4248	
00:00:47.851	7204	4248	
00:00:47.860	7204	4248	
00:00:47.975	7202	4248	
00:00:47.985	7202	4248	
00:00:48.131	7201	4247	
00:00:48.140	7201	4247	
00:00:48.659	7224	4248	
00:00:48.668	7224	4248	
00:00:48.814	7221	4248	
00:00:48.824	7221	4248	
00:00:48.970	7219	4247	
00:00:48.979	7219	4247	
00:00:49.125	7217	4247	
00:00:49.134	7217	4247	
00:00:49.276	7215	4247	
00:00:49.282	7215	4247	
00:00:49.435	7213	4247	
00:00:49.445	7213	4247	
00:00:49.591	7211	4247	
00:00:49.600	7211	4247	
00:00:49.746	7209	4247	
00:00:49.755	7209	4247	
00:00:49.904	7209	4247	
00:00:49.913	7209	4247	
00:00:50.058	7205	4246	
00:00:50.067	7205	4246	
00:00:50.213	7203	4247	
00:00:50.223	7203	4247	
00:00:50.369	7201	4246	
00:00:50.378	7201	4246	
00:00:50.524	7199	4246	
00:00:50.533	7199	4246	
00:00:50.679	7197	4245	
00:00:50.689	7197	4245	
00:00:50.836	7197	4246	
00:00:50.845	7197	4246	
00:00:50.989	7195	4246	
00:00:50.999	7195	4246	
00:00:51.145	7193	4245	
00:00:51.154	7193	4245	
00:00:51.295	7192	4245	
00:00:51.300	7192	4245	
00:00:51.456	7187	4244	
00:00:51.466	7187	4244	
00:00:51.611	7185	4244	
00:00:51.620	7185	4244	
00:00:51.766	7185	4245	
00:00:51.775	7185	4245	
00:00:52.295	7210	4245	
00:00:52.305	7210	4245	
00:00:52.450	7208	4245	
00:00:52.459	7208	4245	
00:00:52.605	7203	4244	
00:00:52.614	7203	4244	
00:00:52.760	7203	4245	
00:00:52.770	7203	4245	
00:00:52.916	7201	4244	
00:00:52.925	7201	4244	
00:00:53.071	7198	4245	
00:00:53.080	7198	4245	
00:00:53.226	7197	4244	
00:00:53.236	7197	4244	
00:00:53.381	7195	4244	
00:00:53.391	7195	4244	
00:00:53.537	7193	4244	
00:00:53.546	7193	4244	
00:00:53.693	7191	4244	
00:00:53.702	7191	4244	
00:00:53.816	7190	4245	
00:00:53.826	7190	4245	
00:00:53.941	7189	4244	
00:00:53.950	7189	4244	
00:00:54.096	7187	4244	
00:00:54.105	7187	4244	
00:00:54.220	7185	4244	
00:00:54.230	7185	4244	
00:00:54.375	7184	4244	
00:00:54.385	7184	4244	
00:00:54.531	7183	4244	
00:00:54.540	7183	4244	
00:00:54.686	7183	4244	
00:00:54.696	7183	4244	
00:00:54.841	7179	4244	
00:00:54.851	7179	4244	
00:00:54.997	7179	4243	
00:00:55.006	7179	4243	
00:00:55.153	7177	4243	
00:00:55.163	7177	4243	
00:00:55.308	7177	4242	
00:00:55.317	7177	4242	
00:00:55.836	7192	4243	
00:00:55.847	7192	4243	
00:00:55.991	7191	4243	
00:00:56.000	7191	4243	
00:00:56.146	7190	4243	
00:00:56.156	7190	4243	
00:00:56.302	7189	4244	
00:00:56.311	7189	4244	
00:00:56.457	7186	4243	
00:00:56.466	7186	4243	
00:00:56.612	7184	4243	
00:00:56.622	7184	4243	
00:00:56.767	7180	4243	
00:00:56.777	7180	4243	
00:00:56.923	7179	4243	
00:00:56.932	7179	4243	
00:00:57.078	7176	4242	
00:00:57.088	7176	4242	
00:00:57.233	7174	4242	
00:00:57.243	7174	4242	
00:00:57.389	7172	4241	
00:00:57.399	7172	4241	
00:00:57.544	7172	4242	
00:00:57.553	7172	4242	
00:00:57.699	7170	4242	
00:00:57.708	7170	4242	
00:00:57.855	7168	4241	
00:00:57.864	7168	4241	
00:00:58.010	7166	4241	
00:00:58.020	7166	4241	
00:00:58.165	7164	4241	
00:00:58.174	7164	4241	
00:00:58.320	7162	4241	
00:00:58.330	7162	4241	
00:00:58.476	7160	4240	
00:00:58.485	7160	4240	
00:00:58.633	7159	4240	
00:00:58.643	7159	4240	
00:00:58.787	7158	4241	
00:00:58.795	7158	4241	
00:00:58.942	7157	4241	
00:00:58.952	7157	4241	
00:00:59.471	7176	4240	
00:00:59.481	7176	4240	
00:00:59.594	7174	4240	
00:00:59.603	7174	4240	
00:00:59.749	7174	4240	
00:00:59.760	7174	4240	
00:00:59.905	7170	4240	
00:00:59.914	7170	4240	
00:01:00.061	7168	4240	
00:01:00.072	7168	4240	
00:01:00.216	7168	4240	
00:01:00.225	7168	4240	
00:01:00.372	7166	4240	
00:01:00.381	7166	4240	
00:01:00.527	7164	4240	
00:01:00.536	7164	4240	
00:01:00.682	7164	4240	
00:01:00.692	7164	4240	
00:01:00.838	7162	4240	
00:01:00.848	7162	4240	
00:01:00.993	7160	4240	
00:01:01.003	7160	4240	
00:01:01.149	7160	4241	
00:01:01.158	7160	4241	
00:01:01.304	7158	4240	
00:01:01.314	7158	4240	
00:01:01.428	7156	4240	
00:01:01.437	7156	4240	
00:01:01.583	7154	4240	
00:01:01.593	7154	4240	
00:01:01.739	7154	4240	
00:01:01.748	7154	4240	
00:01:01.894	7154	4240	
00:01:01.903	7154	4240	
00:01:02.018	7152	4240	
00:01:02.028	7152	4240	
00:01:02.174	7150	4240	
00:01:02.183	7150	4240	
00:01:02.329	7149	4239	
00:01:02.338	7149	4239	
00:01:02.484	7148	4241	
00:01:02.494	7148	4241	
00:01:03.014	7164	4240	
00:01:03.024	7164	4240	
00:01:03.168	7162	4240	
00:01:03.177	7162	4240	
00:01:03.323	7160	4240	
00:01:03.332	7160	4240	
00:01:03.478	7158	4239	
00:01:03.488	7158	4239	
00:01:03.633	7156	4239	
00:01:03.643	7156	4239	
00:01:03.789	7156	4239	
00:01:03.798	7156	4239	
00:01:03.944	7154	4239	
00:01:03.953	7154	4239	
00:01:04.099	7152	4239	
00:01:04.109	7152	4239	
00:01:04.255	7150	4239	
00:01:04.265	7150	4239	
00:01:04.412	7148	4238	
00:01:04.422	7148	4238	
00:01:04.566	7146	4239	
00:01:04.575	7146	4239	
00:01:04.721	7144	4238	
00:01:04.730	7144	4238	
00:01:04.876	7143	4238	
00:01:04.885	7143	4238	
00:01:05.032	7141	4238	
00:01:05.041	7141	4238	
00:01:05.185	7140	4238	
00:01:05.191	7140	4238	
00:01:05.342	7138	4238	
00:01:05.352	7138	4238	
00:01:05.498	7138	4239	
00:01:05.507	7138	4239	
00:01:05.653	7138	4238	
00:01:05.662	7138	4238	
00:01:05.808	7134	4238	
00:01:05.816	7134	4238	
00:01:05.963	7134	4238	
00:01:05.972	7134	4238	
00:01:06.118	7132	4238	
00:01:06.128	7132	4238	
00:01:06.647	7145	4237	
00:01:06.657	7145	4237	
00:01:06.802	7145	4238	
00:01:06.812	7145	4238	
00:01:06.958	7143	4237	
00:01:06.967	7143	4237	
00:01:07.113	7139	4237	
00:01:07.122	7139	4237	
00:01:07.268	7137	4237	
00:01:07.277	7137	4237	
00:01:07.423	7135	4237	
00:01:07.433	7135	4237	
00:01:07.578	7131	4237	
00:01:07.588	7131	4237	
00:01:07.734	7131	4237	
00:01:07.744	7131	4237	
00:01:07.858	7131	4237	
00:01:07.869	7131	4237	
00:01:08.014	7129	4236	
00:01:08.023	7129	4236	
00:01:08.169	7127	4236	
00:01:08.178	7127	4236	
00:01:08.326	7127	4237	
00:01:08.336	7127	4237	
00:01:08.449	7125	4236	
00:01:08.458	7125	4236	
00:01:08.604	7125	4237	
00:01:08.613	7125	4237	
00:01:08.759	7123	4236	
00:01:08.768	7123	4236	
00:01:08.915	7121	4237	
00:01:08.925	7121	4237	
00:01:09.070	7119	4235	
00:01:09.080	7119	4235	
00:01:09.225	7117	4236	
00:01:09.235	7117	4236	
00:01:09.380	7117	4237	
00:01:09.390	7117	4237	
00:01:09.536	7116	4236	
00:01:09.546	7116	4236	
00:01:09.691	7113	4236	
00:01:09.701	7113	4236	
00:01:10.220	7133	4235	
00:01:10.230	7133	4235	
00:01:10.375	7130	4235	
00:01:10.384	7130	4235	
00:01:10.531	7130	4236	
00:01:10.540	7130	4236	
00:01:10.686	7128	4235	
00:01:10.696	7128	4235	
00:01:10.842	7125	4235	
00:01:10.851	7125	4235	
00:01:10.997	7123	4235	
00:01:11.006	7123	4235	
00:01:11.152	7123	4235	
00:01:11.161	7123	4235	
00:01:11.276	7121	4234	
00:01:11.286	7121	4234	
00:01:11.431	7119	4234	
00:01:11.441	7119	4234	
00:01:11.587	7116	4234	
00:01:11.596	7116	4234	
00:01:11.742	7115	4234	
00:01:11.752	7115	4234	
00:01:11.898	7115	4235	
00:01:11.907	7115	4235	
00:01:12.054	7113	4234	
00:01:12.063	7113	4234	
00:01:12.212	7113	4234	
00:01:12.221	7113	4234	
00:01:12.364	7111	4234	
00:01:12.374	7111	4234	
00:01:12.519	7110	4234	
00:01:12.528	7110	4234	
00:01:12.674	7109	4234	
00:01:12.684	7109	4234	
00:01:12.829	7109	4234	
00:01:12.839	7109	4234	
00:01:12.985	7108	4234	
00:01:12.995	7108	4234	
00:01:13.140	7105	4234	
00:01:13.150	7105	4234	
00:01:13.295	7103	4234	
00:01:13.305	7103	4234	
00:01:13.824	7118	4233	
00:01:13.833	7118	4233	
00:01:13.979	7116	4233	
00:01:13.988	7116	4233	
00:01:14.134	7116	4233	
00:01:14.143	7116	4233	
00:01:14.290	7115	4234	
00:01:14.299	7115	4234	
00:01:14.445	7114	4233	
00:01:14.455	7114	4233	
00:01:14.600	7111	4233	
00:01:14.609	7111	4233	
00:01:14.756	7111	4234	
00:01:14.765	7111	4234	
00:01:14.911	7109	4233	
00:01:14.920	7109	4233	
00:01:15.066	7109	4233	
00:01:15.076	7109	4233	
00:01:15.221	7108	4233	
00:01:15.231	7108	4233	
00:01:15.377	7106	4233	
00:01:15.386	7106	4233	
00:01:15.533	7103	4233	
00:01:15.542	7103	4233	
00:01:15.687	7102	4232	
00:01:15.697	7102	4232	
00:01:15.842	7099	4232	
00:01:15.852	7099	4232	
00:01:15.998	7096	4231	
00:01:16.008	7096	4231	
00:01:16.156	7096	4232	
00:01:16.165	7096	4232	
00:01:16.308	7096	4232	
00:01:16.318	7096	4232	
00:01:16.464	7093	4231	
00:01:16.473	7093	4231	
00:01:16.619	7091	4231	
00:01:16.629	7091	4231	
00:01:16.775	7090	4230	
00:01:16.784	7090	4230	
00:01:16.930	7088	4231	
00:01:16.939	7088	4231	
00:01:17.458	7106	4232	
00:01:17.468	7106	4232	
00:01:17.582	7104	4231	
00:01:17.591	7104	4231	
00:01:17.738	7101	4231	
00:01:17.747	7101	4231	
00:01:17.893	7102	4231	
00:01:17.902	7102	4231	
00:01:18.048	7100	4231	
00:01:18.058	7100	4231	
00:01:18.203	7098	4231	
00:01:18.213	7098	4231	
00:01:18.359	7096	4230	
00:01:18.369	7096	4230	
00:01:18.514	7094	4230	
00:01:18.524	7094	4230	
00:01:18.669	7093	4230	
00:01:18.679	7093	4230	
00:01:18.825	7091	4230	
00:01:18.834	7091	4230	
00:01:18.980	7091	4230	
00:01:18.989	7091	4230	
00:01:19.135	7088	4230	
00:01:19.144	7088	4230	
