Temperatur in °C
Time	TE Raw Avr	TE DevTemp Min	TE DevTemp Max	
00:00:56.305	7083	6886	6888	
00:00:56.423	7083	6886	6888	
00:00:56.647	7083	6886	6888	
00:00:56.865	7083	6886	6888	
00:00:57.088	7081	6886	6888	
00:00:57.306	7082	6886	6888	
00:00:57.535	7081	6886	6888	
00:00:57.758	7081	6886	6888	
00:00:57.976	7081	6886	6888	
00:00:58.199	7081	6886	6888	
00:00:58.318	7081	6886	6888	
00:00:58.541	7080	6886	6888	
00:00:58.759	7080	6886	6888	
00:00:58.983	7080	6887	6888	
00:00:59.201	7080	6887	6888	
00:00:59.424	7080	6886	6889	
00:00:59.542	7080	6887	6888	
00:00:59.764	7079	6887	6888	
00:00:59.989	7078	6887	6888	
00:01:00.209	7078	6887	6889	
00:01:00.433	7078	6887	6889	
00:01:00.549	7078	6887	6889	
00:01:00.770	7078	6887	6889	
00:01:00.991	7077	6887	6889	
00:01:01.216	7077	6887	6889	
00:01:01.430	7077	6887	6889	
00:01:01.556	7076	6887	6889	
00:01:01.774	7076	6887	6889	
00:01:01.996	7076	6887	6889	
00:01:02.224	7076	6887	6889	
00:01:02.442	7076	6887	6889	
00:01:02.662	7075	6887	6889	
00:01:02.783	7075	6887	6889	
00:01:03.005	7076	6887	6889	
00:01:03.225	7075	6888	6889	
00:01:03.448	7075	6887	6889	
00:01:03.665	7074	6887	6889	
00:01:03.886	7074	6888	6889	
00:01:04.005	7073	6887	6890	
00:01:04.228	7073	6888	6890	
00:01:04.451	7074	6888	6890	
00:01:04.671	7074	6888	6890	
00:01:04.893	7073	6888	6889	
00:01:05.011	7073	6888	6890	
00:01:05.234	7073	6888	6890	
00:01:05.451	7073	6888	6890	
00:01:05.675	7073	6888	6890	
00:01:05.893	7073	6888	6890	
00:01:06.016	7072	6888	6890	
00:01:06.233	7072	6888	6890	
00:01:06.456	7072	6888	6890	
00:01:06.678	7071	6888	6890	
00:01:06.798	7071	6888	6890	
00:01:07.027	7071	6888	6890	
00:01:07.244	7071	6888	6890	
00:01:07.468	7071	6888	6890	
00:01:07.687	7071	6888	6890	
00:01:07.908	7070	6888	6890	
00:01:08.126	7070	6888	6890	
00:01:08.351	7070	6889	6890	
00:01:08.569	7069	6888	6890	
00:01:08.693	7069	6888	6890	
00:01:08.912	7069	6889	6890	
00:01:09.136	7068	6889	6890	
00:01:09.353	7068	6889	6890	
00:01:09.578	7068	6889	6891	
00:01:09.799	7068	6889	6890	
00:01:09.921	7068	6889	6891	
00:01:10.146	7068	6889	6891	
00:01:10.365	7067	6889	6891	
00:01:10.590	7067	6889	6891	
00:01:10.807	7067	6889	6891	
00:01:11.031	7067	6889	6891	
00:01:11.254	7067	6889	6891	
00:01:11.372	7067	6889	6891	
00:01:11.596	7067	6889	6891	
00:01:11.814	7066	6889	6891	
00:01:12.042	7066	6889	6891	
00:01:12.259	7066	6889	6891	
00:01:12.484	7065	6889	6891	
00:01:12.703	7065	6889	6891	
00:01:12.922	7065	6889	6891	
00:01:13.144	7065	6889	6891	
00:01:13.267	7065	6889	6891	
00:01:13.484	7064	6889	6891	
00:01:13.708	7064	6890	6892	
00:01:13.931	7064	6889	6891	
00:01:14.048	7064	6889	6891	
00:01:14.269	7064	6890	6892	
00:01:14.492	7063	6889	6891	
00:01:14.717	7063	6890	6891	
00:01:14.931	7063	6890	6892	
00:01:15.159	7063	6890	6891	
00:01:15.276	7063	6890	6892	
00:01:15.498	7062	6890	6891	
00:01:15.722	7062	6889	6891	
00:01:15.945	7062	6889	6892	
00:01:16.160	7062	6890	6892	
00:01:16.385	7062	6890	6892	
00:01:16.610	7062	6890	6892	
00:01:16.715	7062	6890	6892	
00:01:16.942	7061	6890	6892	
00:01:17.056	7061	6890	6892	
00:01:17.275	7061	6890	6892	
00:01:17.498	7061	6890	6892	
00:01:17.721	7061	6891	6892	
00:01:17.835	7061	6890	6892	
00:01:18.057	7060	6890	6892	
00:01:18.170	7060	6890	6892	
00:01:18.387	7060	6890	6892	
00:01:18.511	7060	6890	6892	
00:01:18.730	7060	6890	6892	
00:01:18.954	7060	6890	6892	
00:01:19.175	7059	6891	6893	
00:01:19.289	7059	6890	6892	
00:01:19.512	7060	6890	6892	
00:01:19.724	7060	6891	6893	
00:01:19.842	7059	6891	6893	
00:01:20.066	7059	6891	6893	
00:01:20.290	7059	6891	6893	
00:01:20.403	7059	6891	6892	
00:01:20.622	7058	6891	6893	
00:01:20.748	7059	6891	6893	
00:01:20.966	7058	6891	6893	
00:01:21.189	7058	6891	6893	
00:01:21.408	7058	6891	6893	
00:01:21.630	7058	6891	6893	
00:01:21.854	7058	6891	6893	
00:01:22.074	7057	6891	6893	
00:01:22.297	7057	6891	6893	
00:01:22.415	7057	6891	6893	
00:01:22.638	7057	6891	6893	
00:01:22.856	7057	6891	6893	
00:01:23.080	7057	6891	6893	
00:01:23.298	7056	6891	6893	
00:01:23.422	7056	6892	6893	
00:01:23.640	7056	6891	6893	
00:01:23.863	7056	6891	6893	
00:01:24.087	7056	6891	6893	
00:01:24.306	7056	6892	6893	
00:01:24.528	7055	6892	6893	
00:01:24.647	7055	6891	6893	
00:01:24.870	7055	6891	6894	
00:01:25.088	7055	6891	6893	
00:01:25.312	7055	6891	6894	
00:01:25.530	7054	6892	6894	
00:01:25.755	7055	6892	6894	
00:01:25.974	7055	6892	6894	
00:01:26.095	7054	6892	6894	
00:01:26.322	7054	6891	6894	
00:01:26.542	7053	6892	6894	
00:01:26.765	7054	6892	6894	
00:01:26.985	7054	6892	6894	
00:01:27.206	7053	6892	6894	
00:01:27.322	7053	6892	6894	
00:01:27.547	7053	6892	6894	
00:01:27.766	7053	6892	6894	
00:01:27.990	7053	6892	6894	
00:01:28.207	7053	6892	6894	
00:01:28.429	7053	6892	6894	
00:01:28.654	7052	6891	6894	
00:01:28.772	7052	6892	6894	
00:01:28.997	7052	6892	6894	
00:01:29.214	7052	6893	6894	
00:01:29.439	7051	6892	6894	
00:01:29.559	7052	6892	6894	
00:01:29.782	7052	6893	6894	
00:01:29.995	7051	6893	6895	
00:01:30.218	7051	6893	6895	
00:01:30.337	7051	6892	6895	
00:01:30.560	7051	6893	6895	
00:01:30.779	7051	6893	6895	
00:01:31.002	7051	6892	6894	
00:01:31.219	7050	6893	6895	
00:01:31.442	7051	6893	6895	
00:01:31.664	7051	6893	6895	
00:01:31.780	7050	6893	6895	
00:01:32.003	7050	6893	6895	
00:01:32.117	7050	6893	6895	
00:01:32.331	7050	6893	6895	
00:01:32.559	7049	6893	6895	
00:01:32.780	7049	6893	6895	
00:01:32.896	7048	6893	6895	
00:01:33.114	7049	6893	6895	
00:01:33.229	7049	6893	6895	
00:01:33.449	7049	6893	6895	
00:01:33.571	7049	6893	6895	
00:01:33.789	7048	6893	6895	
00:01:34.018	7048	6893	6895	
00:01:34.241	7048	6894	6895	
00:01:34.455	7048	6893	6895	
00:01:34.578	7048	6894	6895	
00:01:34.790	7048	6894	6895	
00:01:35.014	7048	6893	6895	
00:01:35.128	7048	6894	6895	
00:01:35.351	7047	6894	6895	
00:01:35.463	7047	6894	6895	
00:01:35.685	7047	6894	6896	
00:01:35.798	7047	6894	6896	
00:01:36.019	7047	6894	6896	
00:01:36.235	7047	6894	6896	
00:01:36.358	7047	6894	6896	
00:01:36.571	7047	6894	6896	
00:01:36.694	7046	6894	6895	
00:01:36.907	7046	6894	6896	
00:01:37.030	7046	6894	6896	
00:01:37.244	7046	6894	6896	
00:01:37.367	7046	6894	6896	
00:01:37.578	7046	6894	6896	
00:01:37.802	7045	6894	6896	
00:01:37.921	7046	6894	6896	
00:01:38.148	7045	6894	6896	
00:01:38.369	7045	6894	6896	
00:01:38.591	7045	6894	6896	
00:01:38.808	7045	6894	6896	
00:01:39.032	7045	6894	6896	
00:01:39.255	7044	6894	6896	
00:01:39.369	7044	6894	6896	
00:01:39.589	7044	6894	6896	
00:01:39.804	7044	6894	6896	
00:01:39.922	7044	6894	6896	
00:01:40.147	7044	6895	6896	
00:01:40.369	7044	6894	6896	
00:01:40.480	7044	6895	6897	
00:01:40.702	7044	6894	6897	
00:01:40.818	7044	6895	6896	
00:01:41.032	7043	6895	6897	
00:01:41.159	7043	6895	6897	
00:01:41.377	7043	6895	6897	
00:01:41.600	7043	6895	6897	
00:01:41.808	7043	6895	6897	
00:01:42.046	7043	6895	6897	
00:01:42.271	7043	6895	6897	
00:01:42.489	7043	6895	6897	
00:01:42.714	7042	6895	6897	
00:01:42.835	7042	6895	6897	
00:01:43.060	7042	6895	6897	
00:01:43.278	7042	6895	6897	
00:01:43.501	7042	6895	6897	
00:01:43.721	7042	6895	6897	
00:01:43.941	7042	6895	6897	
00:01:44.165	7041	6895	6897	
00:01:44.284	7041	6895	6897	
00:01:44.510	7042	6895	6897	
00:01:44.729	7041	6895	6897	
00:01:44.953	7041	6896	6897	
00:01:45.170	7041	6895	6897	
00:01:45.392	7041	6895	6897	
00:01:45.614	7040	6896	6898	
00:01:45.838	7040	6896	6897	
00:01:46.056	7040	6895	6898	
00:01:46.179	7040	6895	6897	
00:01:46.397	7040	6896	6898	
00:01:46.620	7040	6896	6897	
00:01:46.843	7040	6896	6898	
00:01:46.962	7040	6895	6897	
00:01:47.185	7039	6896	6898	
00:01:47.406	7040	6896	6898	
00:01:47.629	7039	6896	6897	
00:01:47.850	7039	6896	6898	
00:01:48.072	7039	6896	6898	
00:01:48.291	7039	6896	6898	
00:01:48.515	7039	6896	6898	
00:01:48.731	7039	6896	6898	
00:01:48.854	7039	6896	6898	
00:01:49.072	7038	6896	6898	
00:01:49.296	7038	6896	6898	
00:01:49.519	7038	6896	6898	
00:01:49.638	7038	6897	6898	
00:01:49.862	7038	6896	6899	
00:01:50.082	7038	6896	6898	
00:01:50.301	7037	6897	6898	
00:01:50.523	7037	6896	6898	
00:01:50.746	7037	6896	6898	
00:01:50.865	7036	6896	6898	
00:01:51.088	7036	6897	6898	
00:01:51.307	7036	6897	6898	
00:01:51.529	7037	6897	6899	
00:01:51.748	7036	6897	6898	
00:01:51.976	7036	6897	6898	
00:01:52.199	7036	6897	6898	
00:01:52.417	7035	6897	6899	
00:01:52.639	7035	6896	6898	
00:01:52.759	7035	6897	6899	
00:01:52.977	7035	6897	6899	
00:01:53.198	7035	6897	6898	
00:01:53.411	7035	6897	6899	
00:01:53.621	7035	6897	6899	
00:01:53.754	7034	6897	6899	
00:01:53.873	7034	6897	6899	
00:01:54.095	7034	6897	6899	
00:01:54.313	7034	6897	6899	
00:01:54.556	7034	6897	6899	
00:01:54.775	7034	6897	6899	
00:01:54.989	7034	6897	6899	
00:01:55.219	7034	6897	6899	
00:01:55.440	7033	6897	6899	
00:01:55.662	7034	6897	6899	
00:01:55.880	7033	6897	6899	
00:01:56.102	7033	6898	6899	
00:01:56.325	7033	6897	6899	
00:01:56.545	7033	6897	6899	
00:01:56.770	7033	6897	6899	
00:01:56.890	7033	6898	6900	
00:01:57.110	7032	6898	6900	
00:01:57.331	7033	6898	6900	
00:01:57.552	7032	6898	6899	
00:01:57.770	7032	6898	6900	
00:01:57.993	7032	6898	6900	
00:01:58.218	7032	6898	6900	
00:01:58.337	7032	6898	6900	
00:01:58.560	7032	6897	6900	
00:01:58.778	7032	6897	6900	
00:01:59.000	7031	6898	6900	
00:01:59.120	7031	6898	6900	
00:01:59.341	7031	6898	6900	
00:01:59.562	7031	6898	6900	
00:01:59.781	7030	6898	6900	
00:01:59.998	7031	6898	6900	
00:02:00.226	7031	6898	6900	
00:02:00.444	7031	6898	6900	
00:02:00.567	7030	6898	6900	
00:02:00.785	7030	6898	6900	
00:02:01.008	7030	6898	6900	
00:02:01.229	7030	6898	6900	
00:02:01.354	7030	6898	6900	
00:02:01.579	7030	6898	6900	
00:02:01.796	7030	6898	6900	
00:02:02.021	7030	6899	6900	
00:02:02.241	7030	6898	6900	
00:02:02.463	7030	6899	6901	
00:02:02.682	7029	6898	6900	
00:02:02.902	7029	6898	6900	
00:02:03.124	7029	6898	6900	
00:02:03.247	7030	6899	6901	
00:02:03.465	7029	6899	6901	
00:02:03.684	7029	6899	6901	
00:02:03.906	7029	6898	6901	
00:02:04.031	7029	6899	6901	
00:02:04.250	7028	6899	6901	
00:02:04.472	7028	6899	6901	
00:02:04.695	7028	6899	6901	
00:02:04.913	7028	6899	6901	
00:02:05.138	7028	6899	6901	
00:02:05.254	7028	6899	6901	
00:02:05.478	7028	6899	6901	
00:02:05.692	7028	6899	6901	
00:02:05.918	7027	6899	6901	
00:02:06.141	7027	6899	6901	
00:02:06.364	7027	6899	6901	
00:02:06.569	7027	6899	6901	
00:02:06.689	7027	6899	6901	
00:02:06.913	7026	6899	6901	
00:02:07.032	7026	6899	6901	
00:02:07.250	7027	6899	6901	
00:02:07.376	7026	6899	6901	
00:02:07.593	7026	6899	6901	
00:02:07.817	7026	6899	6901	
00:02:08.040	7026	6899	6901	
00:02:08.257	7026	6900	6902	
00:02:08.480	7026	6900	6901	
00:02:08.600	7025	6900	6901	
00:02:08.823	7025	6899	6901	
00:02:09.040	7025	6899	6902	
00:02:09.265	7025	6900	6902	
00:02:09.484	7025	6900	6902	
00:02:09.605	7025	6900	6902	
00:02:09.822	7025	6900	6902	
00:02:10.047	7025	6900	6902	
00:02:10.275	7025	6900	6902	
00:02:10.394	7024	6900	6901	
00:02:10.618	7025	6900	6902	
00:02:10.836	7025	6900	6902	
00:02:11.059	7024	6900	6902	
00:02:11.279	7024	6900	6902	
00:02:11.502	7024	6900	6902	
00:02:11.720	7024	6900	6902	
00:02:11.943	7023	6900	6902	
00:02:12.161	7023	6900	6902	
00:02:12.278	7023	6900	6902	
00:02:12.499	7023	6900	6902	
00:02:12.723	7023	6900	6902	
00:02:12.946	7023	6900	6902	
00:02:13.064	7023	6901	6902	
00:02:13.284	7023	6901	6902	
00:02:13.505	7023	6901	6902	
00:02:13.730	7023	6901	6902	
00:02:13.944	7023	6900	6902	
00:02:14.067	7022	6901	6903	
00:02:14.280	7023	6901	6902	
00:02:14.403	7022	6900	6902	
00:02:14.617	7022	6900	6902	
00:02:14.845	7022	6901	6903	
00:02:14.962	7023	6900	6902	
00:02:15.188	7022	6901	6903	
00:02:15.405	7022	6901	6903	
00:02:15.624	7022	6901	6903	
00:02:15.846	7021	6901	6903	
00:02:16.069	7022	6901	6903	
00:02:16.293	7021	6901	6903	
00:02:16.405	7021	6901	6903	
00:02:16.627	7021	6901	6903	
00:02:16.741	7022	6901	6903	
00:02:16.961	7021	6901	6903	
00:02:17.181	7021	6901	6903	
00:02:17.406	7020	6901	6903	
00:02:17.519	7021	6901	6903	
00:02:17.742	7020	6902	6903	
00:02:17.856	7020	6901	6903	
00:02:18.073	7020	6901	6903	
00:02:18.197	7020	6901	6903	
00:02:18.415	7020	6901	6903	
00:02:18.639	7020	6901	6903	
00:02:18.863	7020	6901	6903	
00:02:19.080	7020	6902	6904	
00:02:19.204	7020	6902	6903	
00:02:19.411	7019	6902	6904	
00:02:19.521	7019	6902	6903	
00:02:19.750	7019	6902	6904	
00:02:19.972	7019	6902	6904	
00:02:20.088	7019	6902	6904	
00:02:20.309	7019	6901	6903	
00:02:20.424	7019	6902	6904	
00:02:20.641	7019	6902	6904	
00:02:20.865	7019	6901	6904	
00:02:21.088	7019	6902	6904	
00:02:21.202	7019	6902	6904	
00:02:21.424	7019	6902	6904	
00:02:21.538	7019	6902	6904	
00:02:21.756	7018	6902	6904	
00:02:21.879	7018	6902	6904	
00:02:22.096	7018	6902	6904	
00:02:22.319	7018	6902	6904	
00:02:22.542	7018	6902	6904	
00:02:22.655	7018	6902	6904	
00:02:22.878	7018	6902	6904	
00:02:23.092	7018	6902	6904	
00:02:23.209	7018	6902	6904	
00:02:23.438	7017	6902	6904	
00:02:23.661	7018	6903	6905	
00:02:23.877	7017	6902	6904	
00:02:24.099	7017	6903	6905	
00:02:24.218	7017	6902	6904	
00:02:24.439	7017	6903	6905	
00:02:24.655	7016	6903	6904	
00:02:24.877	7017	6903	6904	
00:02:25.100	7016	6902	6904	
00:02:25.222	7016	6902	6905	
00:02:25.441	7016	6903	6905	
00:02:25.665	7016	6902	6904	
00:02:25.886	7016	6902	6904	
00:02:25.999	7016	6903	6905	
00:02:26.217	7016	6903	6905	
00:02:26.332	7016	6903	6905	
00:02:26.551	7016	6903	6904	
00:02:26.776	7016	6903	6905	
00:02:26.999	7016	6903	6905	
00:02:27.113	7016	6903	6905	
00:02:27.337	7016	6903	6905	
00:02:27.449	7016	6903	6905	
00:02:27.667	7015	6903	6905	
00:02:27.794	7015	6903	6905	
00:02:28.014	7015	6903	6905	
00:02:28.236	7015	6903	6905	
00:02:28.458	7014	6903	6905	
00:02:28.672	7014	6903	6905	
00:02:28.792	7014	6903	6905	
00:02:29.009	7014	6903	6905	
00:02:29.231	7014	6903	6905	
00:02:29.345	7014	6903	6905	
00:02:29.568	7014	6903	6905	
00:02:29.666	7014	6904	6905	
00:02:29.881	7014	6904	6905	
00:02:30.004	7014	6904	6905	
00:02:30.123	7013	6904	6905	
00:02:30.348	7014	6903	6905	
00:02:30.571	7014	6904	6905	
00:02:30.682	7014	6904	6906	
00:02:30.907	7014	6904	6905	
00:02:31.021	7014	6903	6905	
00:02:31.239	7013	6904	6905	
00:02:31.462	7014	6903	6905	
00:02:31.686	7014	6904	6906	
00:02:31.798	7014	6904	6906	
00:02:32.026	7013	6904	6906	
00:02:32.134	7013	6904	6906	
00:02:32.354	7013	6904	6906	
00:02:32.476	7013	6904	6906	
00:02:32.692	7013	6904	6906	
00:02:32.916	7013	6904	6906	
00:02:33.139	7013	6904	6906	
00:02:33.253	7013	6904	6906	
00:02:33.473	7013	6904	6906	
00:02:33.688	7012	6904	6906	
00:02:33.806	7012	6904	6906	
00:02:34.029	7012	6904	6906	
00:02:34.253	7012	6904	6906	
00:02:34.366	7012	6904	6906	
00:02:34.586	7012	6904	6906	
00:02:34.702	7012	6904	6906	
00:02:34.920	7012	6904	6906	
00:02:35.145	7011	6904	6906	
00:02:35.367	7012	6904	6906	
00:02:35.480	7011	6904	6906	
00:02:35.697	7011	6904	6906	
00:02:35.814	7011	6904	6906	
00:02:36.033	7011	6904	6906	
00:02:36.162	7011	6905	6906	
00:02:36.380	7010	6904	6906	
