Temperatur in °C
Time	Seek Raw Averrage	Seek Raw Diff	Seek Raw Device Temperature	
00:00:11.264	7179	300	4223	
00:00:11.270	7179	300	4223	
00:00:11.448	7175	300	4223	
00:00:11.454	7175	300	4223	
00:00:11.575	7171	300	4223	
00:00:11.581	7171	300	4223	
00:00:11.753	7165	297	4222	
00:00:11.759	7165	297	4222	
00:00:11.855	7162	297	4222	
00:00:11.861	7162	297	4222	
00:00:11.979	7158	297	4222	
00:00:11.984	7158	297	4222	
00:00:12.166	7153	297	4222	
00:00:12.172	7153	297	4222	
00:00:12.291	7148	297	4222	
00:00:12.297	7148	297	4222	
00:00:12.466	7144	294	4221	
00:00:12.472	7144	294	4221	
00:00:12.599	7139	294	4221	
00:00:12.605	7139	294	4221	
00:00:12.774	7134	294	4221	
00:00:12.780	7134	294	4221	
00:00:12.926	7131	294	4221	
00:00:12.932	7131	294	4221	
00:00:13.462	7203	294	4221	
00:00:13.468	7203	294	4221	
00:00:13.595	7197	294	4221	
00:00:13.601	7197	294	4221	
00:00:13.766	7193	294	4221	
00:00:13.774	7193	294	4221	
00:00:13.918	7189	292	4220	
00:00:13.924	7189	292	4220	
00:00:14.077	7185	294	4221	
00:00:14.084	7185	294	4221	
00:00:14.239	7180	292	4220	
00:00:14.245	7180	292	4220	
00:00:14.350	7177	294	4221	
00:00:14.356	7177	294	4221	
00:00:14.463	7174	292	4220	
00:00:14.469	7174	292	4220	
00:00:14.637	7169	294	4221	
00:00:14.643	7169	294	4221	
00:00:14.789	7167	294	4221	
00:00:14.795	7167	294	4221	
00:00:14.956	7162	290	4219	
00:00:14.962	7162	290	4219	
00:00:15.054	7159	292	4220	
00:00:15.061	7159	292	4220	
00:00:15.227	7154	290	4219	
00:00:15.233	7154	290	4219	
00:00:15.363	7150	290	4219	
00:00:15.369	7150	290	4219	
00:00:15.536	7146	290	4219	
00:00:15.542	7146	290	4219	
00:00:15.642	7144	290	4219	
00:00:15.648	7144	290	4219	
00:00:15.814	7141	292	4220	
00:00:15.820	7141	292	4220	
00:00:16.070	7135	290	4219	
00:00:16.076	7135	290	4219	
00:00:16.202	7131	292	4220	
00:00:16.208	7131	292	4220	
00:00:16.375	7127	290	4219	
00:00:16.381	7127	290	4219	
00:00:16.909	7183	287	4218	
00:00:16.915	7183	287	4218	
00:00:17.039	7179	287	4218	
00:00:17.045	7179	287	4218	
00:00:17.164	7174	287	4218	
00:00:17.170	7174	287	4218	
00:00:17.336	7171	287	4218	
00:00:17.342	7171	287	4218	
00:00:17.504	7167	290	4219	
00:00:17.510	7167	290	4219	
00:00:17.630	7164	287	4218	
00:00:17.637	7164	287	4218	
00:00:17.810	7161	290	4219	
00:00:17.816	7161	290	4219	
00:00:17.942	7158	290	4219	
00:00:17.948	7158	290	4219	
00:00:18.115	7154	290	4219	
00:00:18.121	7154	290	4219	
00:00:18.251	7151	287	4218	
00:00:18.260	7151	287	4218	
00:00:18.435	7147	287	4218	
00:00:18.441	7147	287	4218	
00:00:18.531	7144	287	4218	
00:00:18.537	7144	287	4218	
00:00:18.709	7139	284	4217	
00:00:18.715	7139	284	4217	
00:00:18.843	7135	287	4218	
00:00:18.849	7135	287	4218	
00:00:19.014	7131	287	4218	
00:00:19.021	7131	287	4218	
00:00:19.120	7129	284	4217	
00:00:19.126	7129	284	4217	
00:00:19.293	7124	284	4217	
00:00:19.299	7124	284	4217	
00:00:19.401	7123	287	4218	
00:00:19.407	7123	287	4218	
00:00:19.524	7120	284	4217	
00:00:19.530	7120	284	4217	
00:00:19.648	7117	284	4217	
00:00:19.654	7117	284	4217	
00:00:19.774	7114	280	4216	
00:00:19.780	7114	280	4216	
00:00:20.327	7157	284	4217	
00:00:20.333	7157	284	4217	
00:00:20.427	7155	284	4217	
00:00:20.433	7155	284	4217	
00:00:20.601	7152	284	4217	
00:00:20.607	7152	284	4217	
00:00:20.704	7150	284	4217	
00:00:20.710	7150	284	4217	
00:00:20.843	7146	280	4216	
00:00:20.851	7146	280	4216	
00:00:20.954	7143	284	4217	
00:00:20.960	7143	284	4217	
00:00:21.135	7140	280	4216	
00:00:21.141	7140	280	4216	
00:00:21.263	7136	280	4216	
00:00:21.269	7136	280	4216	
00:00:21.435	7132	280	4216	
00:00:21.441	7132	280	4216	
00:00:21.578	7130	280	4216	
00:00:21.584	7130	280	4216	
00:00:21.713	7128	280	4216	
00:00:21.719	7128	280	4216	
00:00:21.822	7124	280	4215	
00:00:21.828	7124	280	4215	
00:00:21.946	7120	280	4215	
00:00:21.953	7120	280	4215	
00:00:22.070	7119	280	4215	
00:00:22.076	7119	280	4215	
00:00:22.248	7116	280	4215	
00:00:22.255	7116	280	4215	
00:00:22.382	7113	280	4215	
00:00:22.388	7113	280	4215	
00:00:22.554	7110	280	4215	
00:00:22.561	7110	280	4215	
00:00:22.711	7107	280	4215	
00:00:22.718	7107	280	4215	
00:00:22.875	7104	280	4215	
00:00:22.881	7104	280	4215	
00:00:23.002	7101	280	4215	
00:00:23.008	7101	280	4215	
00:00:23.126	7098	280	4215	
00:00:23.132	7098	280	4215	
00:00:23.671	7139	280	4216	
00:00:23.677	7139	280	4216	
00:00:23.835	7134	280	4215	
00:00:23.841	7134	280	4215	
00:00:23.970	7131	274	4214	
00:00:23.981	7131	274	4214	
00:00:24.140	7128	274	4214	
00:00:24.146	7128	274	4214	
00:00:24.291	7126	280	4215	
00:00:24.297	7126	280	4215	
00:00:24.446	7122	274	4214	
00:00:24.452	7122	274	4214	
00:00:24.612	7119	280	4215	
00:00:24.618	7119	280	4215	
00:00:24.711	7117	274	4214	
00:00:24.717	7117	274	4214	
00:00:24.896	7115	274	4214	
00:00:24.902	7115	274	4214	
00:00:25.022	7113	280	4215	
00:00:25.028	7113	280	4215	
00:00:25.195	7112	280	4215	
00:00:25.201	7112	280	4215	
00:00:25.350	7108	280	4215	
00:00:25.356	7108	280	4215	
00:00:25.515	7106	274	4214	
00:00:25.521	7106	274	4214	
00:00:25.613	7104	274	4214	
00:00:25.619	7104	274	4214	
00:00:25.794	7100	274	4214	
00:00:25.800	7100	274	4214	
00:00:25.939	7098	280	4215	
00:00:25.946	7098	280	4215	
00:00:26.093	7094	274	4214	
00:00:26.099	7094	274	4214	
00:00:26.234	7091	274	4214	
00:00:26.240	7091	274	4214	
00:00:26.415	7088	272	4213	
00:00:26.421	7088	272	4213	
00:00:26.567	7084	272	4213	
00:00:26.573	7084	272	4213	
00:00:26.714	7081	269	4212	
00:00:26.720	7081	269	4212	
00:00:27.273	7123	272	4213	
00:00:27.281	7123	272	4213	
00:00:27.383	7121	272	4213	
00:00:27.389	7121	272	4213	
00:00:27.561	7118	272	4213	
00:00:27.567	7118	272	4213	
00:00:27.707	7114	274	4214	
00:00:27.714	7114	274	4214	
00:00:27.866	7112	272	4213	
00:00:27.872	7112	272	4213	
00:00:28.033	7109	269	4212	
00:00:28.040	7109	269	4212	
00:00:28.160	7107	272	4213	
00:00:28.168	7107	272	4213	
00:00:28.342	7103	272	4213	
00:00:28.349	7103	272	4213	
00:00:28.474	7100	272	4213	
00:00:28.481	7100	272	4213	
00:00:28.647	7097	268	4211	
00:00:28.653	7097	268	4211	
00:00:28.799	7093	269	4212	
00:00:28.805	7093	269	4212	
00:00:28.951	7091	272	4213	
00:00:28.959	7091	272	4213	
00:00:29.101	7089	272	4213	
00:00:29.107	7089	272	4213	
00:00:29.258	7087	269	4212	
00:00:29.264	7087	269	4212	
00:00:29.406	7083	269	4212	
00:00:29.412	7083	269	4212	
00:00:29.575	7081	268	4211	
00:00:29.581	7081	268	4211	
00:00:29.714	7077	269	4212	
00:00:29.720	7077	269	4212	
00:00:29.895	7074	268	4211	
00:00:29.901	7074	268	4211	
00:00:30.047	7071	268	4211	
00:00:30.053	7071	268	4211	
00:00:30.149	7072	269	4212	
00:00:30.155	7072	269	4212	
00:00:30.313	7067	264	4210	
00:00:30.320	7067	264	4210	
00:00:30.848	7103	268	4211	
00:00:30.855	7103	268	4211	
00:00:31.011	7100	268	4211	
00:00:31.017	7100	268	4211	
00:00:31.144	7098	269	4212	
00:00:31.150	7098	269	4212	
00:00:31.267	7096	268	4211	
00:00:31.273	7096	268	4211	
00:00:31.439	7093	268	4211	
00:00:31.445	7093	268	4211	
00:00:31.578	7090	268	4211	
00:00:31.584	7090	268	4211	
00:00:31.751	7088	269	4212	
00:00:31.758	7088	269	4212	
00:00:31.884	7086	268	4211	
00:00:31.893	7086	268	4211	
00:00:32.141	7078	264	4210	
00:00:32.147	7078	264	4210	
00:00:32.270	7078	264	4210	
00:00:32.276	7078	264	4210	
00:00:32.429	7075	264	4210	
00:00:32.436	7075	264	4210	
00:00:32.588	7075	264	4210	
00:00:32.594	7075	264	4210	
00:00:32.748	7073	260	4209	
00:00:32.754	7073	260	4209	
00:00:33.252	7070	264	4210	
00:00:33.255	7070	264	4210	
00:00:33.332	7068	264	4210	
00:00:33.335	7068	264	4210	
00:00:33.408	7064	264	4210	
00:00:33.411	7064	264	4210	
00:00:33.576	7058	260	4209	
00:00:33.579	7058	260	4209	
00:00:33.721	7058	260	4209	
00:00:33.725	7058	260	4209	
00:00:33.897	7056	264	4210	
00:00:33.900	7056	264	4210	
00:00:34.415	7085	260	4209	
00:00:34.421	7085	260	4209	
00:00:34.560	7080	260	4209	
00:00:34.564	7080	260	4209	
00:00:34.739	7079	260	4209	
00:00:34.742	7079	260	4209	
00:00:34.886	7075	260	4209	
00:00:34.889	7075	260	4209	
00:00:35.024	7073	258	4208	
00:00:35.027	7073	258	4208	
00:00:35.162	7070	260	4209	
00:00:35.166	7070	260	4209	
00:00:35.364	7069	260	4209	
00:00:35.368	7069	260	4209	
00:00:35.466	7067	258	4208	
00:00:35.470	7067	258	4208	
00:00:35.629	7065	258	4208	
00:00:35.632	7065	258	4208	
00:00:35.792	7063	260	4209	
00:00:35.795	7063	260	4209	
00:00:35.944	7060	260	4209	
00:00:35.947	7060	260	4209	
00:00:36.100	7059	260	4209	
00:00:36.103	7059	260	4209	
00:00:36.262	7057	258	4208	
00:00:36.266	7057	258	4208	
00:00:36.413	7055	260	4209	
00:00:36.417	7055	260	4209	
00:00:36.563	7053	258	4208	
00:00:36.567	7053	258	4208	
00:00:36.716	7050	258	4208	
00:00:36.720	7050	258	4208	
00:00:36.885	7049	252	4207	
00:00:36.888	7049	252	4207	
00:00:36.983	7047	258	4208	
00:00:36.986	7047	258	4208	
00:00:37.134	7045	258	4208	
00:00:37.138	7045	258	4208	
00:00:37.231	7045	252	4207	
00:00:37.234	7045	252	4207	
00:00:37.412	7043	258	4208	
00:00:37.415	7043	258	4208	
00:00:37.939	7065	252	4207	
00:00:37.942	7065	252	4207	
00:00:38.091	7062	252	4207	
00:00:38.095	7062	252	4207	
00:00:38.260	7060	252	4207	
00:00:38.263	7060	252	4207	
00:00:38.396	7057	258	4208	
00:00:38.400	7057	258	4208	
00:00:38.549	7055	258	4208	
00:00:38.553	7055	258	4208	
00:00:38.717	7052	252	4207	
00:00:38.720	7052	252	4207	
00:00:38.868	7049	250	4206	
00:00:38.872	7049	250	4206	
00:00:39.021	7047	250	4206	
00:00:39.024	7047	250	4206	
00:00:39.174	7045	252	4207	
00:00:39.178	7045	252	4207	
00:00:39.329	7045	250	4206	
00:00:39.332	7045	250	4206	
00:00:39.496	7042	252	4207	
00:00:39.499	7042	252	4207	
00:00:39.651	7041	252	4207	
00:00:39.655	7041	252	4207	
00:00:39.803	7039	250	4206	
00:00:39.807	7039	250	4206	
00:00:39.949	7037	252	4207	
00:00:39.952	7037	252	4207	
00:00:40.075	7037	250	4206	
00:00:40.079	7037	250	4206	
00:00:40.232	7035	250	4206	
00:00:40.235	7035	250	4206	
00:00:40.396	7035	250	4206	
00:00:40.399	7035	250	4206	
00:00:40.549	7032	252	4207	
00:00:40.552	7032	252	4207	
00:00:40.648	7029	250	4206	
00:00:40.652	7029	250	4206	
00:00:40.796	7027	246	4205	
00:00:40.800	7027	246	4205	
00:00:40.946	7025	250	4206	
00:00:40.949	7025	250	4206	
00:00:41.479	7054	246	4205	
00:00:41.482	7054	246	4205	
00:00:41.637	7052	246	4205	
00:00:41.640	7052	246	4205	
00:00:41.784	7050	246	4205	
00:00:41.787	7050	246	4205	
00:00:41.938	7046	246	4205	
00:00:41.942	7046	246	4205	
00:00:42.093	7044	246	4205	
00:00:42.096	7044	246	4205	
00:00:42.257	7042	242	4204	
00:00:42.261	7042	242	4204	
00:00:42.357	7041	246	4205	
00:00:42.361	7041	246	4205	
00:00:42.502	7042	246	4205	
00:00:42.506	7042	246	4205	
00:00:42.656	7038	242	4204	
00:00:42.659	7038	242	4204	
00:00:42.809	7034	242	4204	
00:00:42.813	7034	242	4204	
00:00:42.975	7034	246	4205	
00:00:42.979	7034	246	4205	
00:00:43.071	7033	242	4204	
00:00:43.075	7033	242	4204	
00:00:43.256	7032	246	4205	
00:00:43.260	7032	246	4205	
00:00:43.402	7030	242	4204	
00:00:43.406	7030	242	4204	
00:00:43.555	7028	246	4205	
00:00:43.559	7028	246	4205	
00:00:43.709	7025	242	4204	
00:00:43.712	7025	242	4204	
00:00:43.862	7024	242	4204	
00:00:43.866	7024	242	4204	
00:00:44.033	7021	242	4204	
00:00:44.037	7021	242	4204	
00:00:44.180	7020	239	4203	
00:00:44.184	7020	239	4203	
00:00:44.326	7018	242	4204	
00:00:44.330	7018	242	4204	
00:00:44.486	7016	242	4204	
00:00:44.490	7016	242	4204	
00:00:45.024	7040	242	4204	
00:00:45.028	7040	242	4204	
00:00:45.170	7038	239	4203	
00:00:45.174	7038	239	4203	
00:00:45.328	7036	239	4203	
00:00:45.332	7036	239	4203	
00:00:45.479	7033	242	4204	
00:00:45.483	7033	242	4204	
00:00:45.662	7032	242	4204	
00:00:45.666	7032	242	4204	
00:00:45.799	7032	242	4204	
00:00:45.804	7032	242	4204	
00:00:45.899	7030	242	4204	
00:00:45.902	7030	242	4204	
00:00:46.073	7027	239	4203	
00:00:46.077	7027	239	4203	
00:00:46.226	7025	242	4204	
00:00:46.230	7025	242	4204	
00:00:46.384	7022	239	4203	
00:00:46.387	7022	239	4203	
00:00:46.500	7020	239	4203	
00:00:46.504	7020	239	4203	
00:00:46.668	7018	239	4203	
00:00:46.672	7018	239	4203	
00:00:46.837	7017	239	4203	
00:00:46.841	7017	239	4203	
00:00:46.966	7016	233	4202	
00:00:46.969	7016	233	4202	
00:00:47.097	7014	239	4203	
00:00:47.101	7014	239	4203	
00:00:47.225	7013	233	4202	
00:00:47.229	7013	233	4202	
00:00:47.385	7012	233	4202	
00:00:47.389	7012	233	4202	
00:00:47.545	7010	233	4202	
00:00:47.549	7010	233	4202	
00:00:47.691	7008	239	4203	
00:00:47.695	7008	239	4203	
00:00:47.843	7008	233	4202	
00:00:47.847	7008	233	4202	
00:00:48.011	7005	233	4202	
00:00:48.015	7005	233	4202	
00:00:48.530	7023	233	4202	
00:00:48.534	7023	233	4202	
00:00:48.683	7019	234	4201	
00:00:48.686	7019	234	4201	
00:00:48.836	7018	234	4201	
00:00:48.840	7018	234	4201	
00:00:48.995	7017	233	4202	
00:00:48.999	7017	233	4202	
00:00:49.156	7015	233	4202	
00:00:49.159	7015	233	4202	
00:00:49.308	7013	233	4202	
00:00:49.312	7013	233	4202	
00:00:49.461	7012	234	4201	
00:00:49.465	7012	234	4201	
00:00:49.614	7009	234	4201	
00:00:49.617	7009	234	4201	
00:00:49.767	7007	234	4201	
00:00:49.771	7007	234	4201	
00:00:49.922	7005	234	4201	
00:00:49.925	7005	234	4201	
00:00:50.087	7004	234	4201	
00:00:50.091	7004	234	4201	
00:00:50.241	7002	234	4201	
00:00:50.245	7002	234	4201	
00:00:50.398	6999	234	4201	
00:00:50.401	6999	234	4201	
00:00:50.512	7000	234	4201	
00:00:50.516	7000	234	4201	
00:00:50.670	6996	234	4201	
00:00:50.673	6996	234	4201	
00:00:50.824	6995	234	4201	
00:00:50.828	6995	234	4201	
00:00:50.988	6994	234	4201	
00:00:50.991	6994	234	4201	
00:00:51.140	6994	234	4201	
00:00:51.144	6994	234	4201	
00:00:51.293	6991	234	4201	
00:00:51.296	6991	234	4201	
00:00:51.447	6991	234	4201	
00:00:51.451	6991	234	4201	
00:00:51.600	6989	232	4200	
00:00:51.604	6989	232	4200	
00:00:52.140	7015	234	4201	
00:00:52.143	7015	234	4201	
00:00:52.285	7012	232	4200	
00:00:52.289	7012	232	4200	
00:00:52.438	7011	232	4200	
00:00:52.441	7011	232	4200	
00:00:52.606	7008	232	4200	
00:00:52.610	7008	232	4200	
00:00:52.751	7006	234	4201	
00:00:52.755	7006	234	4201	
00:00:52.911	7005	232	4200	
00:00:52.915	7005	232	4200	
00:00:53.064	7003	232	4200	
00:00:53.067	7003	232	4200	
00:00:53.222	7001	232	4200	
00:00:53.226	7001	232	4200	
00:00:53.340	6999	232	4200	
00:00:53.344	6999	232	4200	
00:00:53.476	6999	232	4200	
00:00:53.479	6999	232	4200	
00:00:53.629	6999	234	4201	
00:00:53.633	6999	234	4201	
00:00:53.767	6997	234	4201	
00:00:53.770	6997	234	4201	
00:00:53.940	6995	230	4199	
00:00:53.944	6995	230	4199	
00:00:54.056	6993	230	4199	
00:00:54.059	6993	230	4199	
00:00:54.209	6993	232	4200	
00:00:54.213	6993	232	4200	
00:00:54.382	6991	234	4201	
00:00:54.386	6991	234	4201	
00:00:54.545	6991	230	4199	
00:00:54.548	6991	230	4199	
00:00:54.682	6989	232	4200	
00:00:54.685	6989	232	4200	
00:00:54.832	6987	232	4200	
00:00:54.836	6987	232	4200	
00:00:54.987	6985	232	4200	
00:00:54.991	6985	232	4200	
00:00:55.125	6984	232	4200	
00:00:55.129	6984	232	4200	
00:00:55.659	7001	230	4199	
00:00:55.663	7001	230	4199	
00:00:55.794	6997	228	4198	
00:00:55.797	6997	228	4198	
00:00:55.950	6997	230	4199	
00:00:55.953	6997	230	4199	
00:00:56.100	6995	228	4198	
00:00:56.104	6995	228	4198	
00:00:56.269	6994	230	4199	
00:00:56.273	6994	230	4199	
00:00:56.416	6992	230	4199	
00:00:56.420	6992	230	4199	
00:00:56.574	6990	230	4199	
00:00:56.578	6990	230	4199	
00:00:56.726	6988	228	4198	
00:00:56.730	6988	228	4198	
00:00:56.895	6987	228	4198	
00:00:56.899	6987	228	4198	
00:00:56.990	6986	228	4198	
00:00:56.994	6986	228	4198	
00:00:57.163	6984	230	4199	
00:00:57.167	6984	230	4199	
00:00:57.323	6983	228	4198	
00:00:57.326	6983	228	4198	
00:00:57.478	6984	230	4199	
00:00:57.482	6984	230	4199	
00:00:57.643	6980	228	4198	
00:00:57.647	6980	228	4198	
00:00:57.797	6977	223	4197	
00:00:57.801	6977	223	4197	
00:00:57.951	6976	230	4199	
00:00:57.954	6976	230	4199	
00:00:58.057	6976	228	4198	
00:00:58.060	6976	228	4198	
00:00:58.190	6975	223	4197	
00:00:58.194	6975	223	4197	
00:00:58.351	6973	228	4198	
00:00:58.355	6973	228	4198	
00:00:58.465	6972	223	4197	
00:00:58.469	6972	223	4197	
00:00:58.623	6969	223	4197	
00:00:58.626	6969	223	4197	
00:00:59.151	6982	223	4197	
00:00:59.155	6982	223	4197	
00:00:59.326	6978	223	4197	
00:00:59.330	6978	223	4197	
00:00:59.462	6976	223	4197	
00:00:59.465	6976	223	4197	
00:00:59.601	6974	223	4197	
00:00:59.605	6974	223	4197	
00:00:59.780	6974	223	4197	
00:00:59.784	6974	223	4197	
00:00:59.933	6971	223	4197	
00:00:59.936	6971	223	4197	
00:01:00.082	6968	221	4196	
00:01:00.086	6968	221	4196	
00:01:00.238	6968	223	4197	
00:01:00.242	6968	223	4197	
00:01:00.406	6968	223	4197	
00:01:00.410	6968	223	4197	
00:01:00.564	6966	221	4196	
00:01:00.567	6966	221	4196	
00:01:00.718	6964	223	4197	
00:01:00.722	6964	223	4197	
00:01:00.863	6962	221	4196	
00:01:00.867	6962	221	4196	
00:01:01.016	6962	223	4197	
00:01:01.020	6962	223	4197	
00:01:01.184	6960	221	4196	
00:01:01.188	6960	221	4196	
00:01:01.350	6959	221	4196	
00:01:01.354	6959	221	4196	
00:01:01.489	6958	221	4196	
00:01:01.493	6958	221	4196	
00:01:01.641	6956	221	4196	
00:01:01.645	6956	221	4196	
00:01:01.794	6956	221	4196	
00:01:01.798	6956	221	4196	
00:01:01.947	6952	221	4196	
00:01:01.951	6952	221	4196	
00:01:02.101	6952	219	4195	
00:01:02.105	6952	219	4195	
00:01:02.283	6951	219	4195	
00:01:02.287	6951	219	4195	
00:01:02.786	6977	219	4195	
00:01:02.790	6977	219	4195	
00:01:02.939	6975	219	4195	
00:01:02.943	6975	219	4195	
00:01:03.108	6975	221	4196	
00:01:03.111	6975	221	4196	
00:01:03.260	6973	219	4195	
00:01:03.263	6973	219	4195	
00:01:03.412	6971	219	4195	
00:01:03.416	6971	219	4195	
00:01:03.565	6970	219	4195	
00:01:03.568	6970	219	4195	
00:01:03.717	6967	219	4195	
00:01:03.721	6967	219	4195	
00:01:03.839	6967	219	4195	
00:01:03.843	6967	219	4195	
00:01:03.964	6965	219	4195	
00:01:03.968	6965	219	4195	
00:01:04.098	6962	219	4194	
00:01:04.102	6962	219	4194	
00:01:04.252	6964	221	4196	
00:01:04.256	6964	221	4196	
00:01:04.405	6963	219	4195	
00:01:04.409	6963	219	4195	
00:01:04.575	6961	219	4195	
00:01:04.579	6961	219	4195	
00:01:04.665	6959	219	4195	
00:01:04.668	6959	219	4195	
00:01:04.847	6958	219	4195	
00:01:04.851	6958	219	4195	
00:01:04.992	6957	219	4195	
00:01:04.996	6957	219	4195	
00:01:05.131	6955	219	4194	
00:01:05.135	6955	219	4194	
00:01:05.293	6955	219	4194	
00:01:05.297	6955	219	4194	
00:01:05.450	6953	219	4194	
00:01:05.453	6953	219	4194	
00:01:05.600	6953	219	4195	
00:01:05.603	6953	219	4195	
00:01:05.720	6951	219	4194	
00:01:05.724	6951	219	4194	
00:01:06.250	6966	219	4194	
00:01:06.254	6966	219	4194	
00:01:06.379	6964	219	4194	
00:01:06.384	6964	219	4194	
00:01:06.533	6963	219	4194	
00:01:06.539	6963	219	4194	
00:01:06.653	6962	219	4194	
00:01:06.657	6962	219	4194	
00:01:06.777	6960	219	4194	
00:01:06.780	6960	219	4194	
00:01:06.919	6959	219	4194	
00:01:06.922	6959	219	4194	
00:01:07.042	6958	218	4193	
00:01:07.045	6958	218	4193	
00:01:07.198	6958	219	4194	
00:01:07.201	6958	219	4194	
00:01:07.366	6957	218	4193	
00:01:07.369	6957	218	4193	
00:01:07.518	6957	218	4193	
00:01:07.522	6957	218	4193	
00:01:07.616	6954	218	4193	
00:01:07.620	6954	218	4193	
00:01:07.793	6953	219	4194	
00:01:07.797	6953	219	4194	
00:01:07.959	6950	218	4193	
00:01:07.962	6950	218	4193	
00:01:08.098	6949	218	4193	
00:01:08.101	6949	218	4193	
00:01:08.266	6949	218	4193	
00:01:08.270	6949	218	4193	
00:01:08.406	6948	218	4193	
00:01:08.410	6948	218	4193	
00:01:08.577	6946	218	4193	
00:01:08.581	6946	218	4193	
00:01:08.723	6945	215	4192	
00:01:08.727	6945	215	4192	
00:01:08.878	6945	218	4193	
00:01:08.882	6945	218	4193	
00:01:09.035	6943	219	4194	
00:01:09.038	6943	219	4194	
00:01:09.188	6942	218	4193	
00:01:09.191	6942	218	4193	
00:01:09.718	6949	218	4193	
00:01:09.722	6949	218	4193	
